Rank,Player,Int,Tm,Boxscore
,Jerry Richardson,3,RAM,"Los Angeles Rams vs. San Francisco 49ers, October 18, 1964"
,Goose Gonsoulin,3,DEN,"Denver Broncos vs. Kansas City Chiefs, October 11, 1964"
,Ron Hall,3,BOS,"Boston Patriots vs. San Diego Chargers, September 20, 1964"
,Dick Harris,3,SDG,"San Diego Chargers vs. Buffalo Bills, November 17, 1963"
,Dick Lynch,3,NYG,"New York Giants vs. Philadelphia Eagles, September 29, 1963"
,Jim Steffen,3,WAS,"Washington Redskins vs. Dallas Cowboys, September 29, 1963"
,Dainard Paulson,3,NYJ,"New York Jets vs. Oakland Raiders, September 28, 1963"
,Tommy Morrow,3,OAK,"Oakland Raiders vs. Houston Oilers, September 7, 1963"
Rank,Player,Int,Tm,Boxscore
,Bobby Ply,3,DTX,"Dallas Texans vs. Denver Broncos, December 9, 1962"
,Lee Riley,3,NYT,"New York Titans vs. Buffalo Bills, December 8, 1962"
,Jimmy Patton,3,NYG,"New York Giants vs. Chicago Bears, December 2, 1962"
,Jim Norton,3,HOU,"Houston Oilers vs. Denver Broncos, December 2, 1962"
,Claude Crabb,3,WAS,"Washington Redskins vs. New York Giants, November 25, 1962"
,Ross O'Hanley,3,BOS,"Boston Patriots vs. Houston Oilers, November 18, 1962"
,Bobby Hunt,3,DTX,"Dallas Texans vs. Houston Oilers, October 28, 1962"
,Carl Charon,3,BUF,"Buffalo Bills vs. San Diego Chargers, October 13, 1962"
,Marv Matuszak,3,BUF,"Buffalo Bills vs. Houston Oilers, October 7, 1962"
,Bernie Parrish,3,CLE,"Cleveland Browns vs. Dallas Cowboys, December 3, 1961"
,Don Burroughs,3,PHI,"Philadelphia Eagles vs. Pittsburgh Steelers, December 3, 1961"
,Jim Kerr,3,WAS,"Washington Redskins vs. Baltimore Colts, November 26, 1961"
,Gary Glick,3,BAL,"Baltimore Colts vs. Washington Redskins, November 26, 1961"
,Dick Lynch,3,NYG,"New York Giants vs. Philadelphia Eagles, November 12, 1961"
,Johnny Sample,3,PIT,"Pittsburgh Steelers vs. Philadelphia Eagles, October 8, 1961"
,Dick Lynch,3,NYG,"New York Giants vs. St. Louis Cardinals, October 8, 1961"
,Charlie McNeil,3,SDG,"San Diego Chargers vs. Houston Oilers, September 24, 1961"
,Charlie McNeil,3,LAC,"Los Angeles Chargers vs. New York Titans, December 18, 1960"
,Bobby Franklin,3,CLE,"Cleveland Browns vs. Chicago Bears, December 11, 1960"
,Dave Baker,3,SFO,"San Francisco 49ers vs. Dallas Cowboys, November 20, 1960"
,Billy Atkins,3,BUF,"Buffalo Bills vs. New York Titans, October 16, 1960"
,Gino Cappelletti,3,BOS,"Boston Patriots vs. Oakland Raiders, October 16, 1960"
,Dicky Moegle,3,PIT,"Pittsburgh Steelers vs. New York Giants, October 9, 1960"
,Chuck Weber,3,PHI,"Philadelphia Eagles vs. Dallas Cowboys, September 30, 1960"
,Bobby Joe Conrad,3,CRD,"Chicago Cardinals vs. Pittsburgh Steelers, December 13, 1958"
Rank,Player,Int,Tm,Boxscore
,Dean Derby,3,PIT,"Pittsburgh Steelers vs. Chicago Cardinals, December 13, 1958"
,Don Burroughs,3,RAM,"Los Angeles Rams vs. Green Bay Packers, November 16, 1958"
,Dick Alban,3,PIT,"Pittsburgh Steelers vs. Washington Redskins, November 2, 1958"
,Joe Schmidt+,3,DET,"Detroit Lions vs. Los Angeles Rams, October 26, 1958"
,Bill Stits,3,SFO,"San Francisco 49ers vs. Pittsburgh Steelers, September 28, 1958"
,Emlen Tunnell+,3,NYG,"New York Giants vs. Chicago Cardinals, November 24, 1957"
,Jack Butler+,3,PIT,"Pittsburgh Steelers vs. Baltimore Colts, November 3, 1957"
,Dicky Moegle,3,SFO,"San Francisco 49ers vs. Chicago Bears, October 27, 1957"
,Yale Lary+,3,DET,"Detroit Lions vs. Los Angeles Rams, October 28, 1956"
,Jim David,3,DET,"Detroit Lions vs. Baltimore Colts, October 6, 1956"
,Jim Cason,3,RAM,"Los Angeles Rams vs. Philadelphia Eagles, September 30, 1956"
,Jim Cason,3,RAM,"Los Angeles Rams vs. Green Bay Packers, October 16, 1955"
,Will Sherman,3,RAM,"Los Angeles Rams vs. Detroit Lions, October 9, 1955"
,Don Burroughs,3,RAM,"Los Angeles Rams vs. San Francisco 49ers, September 25, 1955"
,Tom Keane,3,BAL,"Baltimore Colts vs. Los Angeles Rams, December 4, 1954"
,Don Doll,3,RAM,"Los Angeles Rams vs. Chicago Bears, November 28, 1954"
